
 mc Seq:20004, 0.904000 0.000000 0.000000 0.000000 
 mc Seq:20104, 0.909000 0.000000 0.000000 0.000000 
 mc Seq:20204, 0.886000 0.000000 0.000000 0.000000 
 mc Seq:20304, 0.872000 0.000000 0.000000 0.000000 
 mc Seq:20404, 0.928000 0.000000 0.000000 0.000000 
 mc Seq:20504, 0.975000 0.000000 0.000000 0.000000 
 mc Seq:20604, 0.989000 0.000000 0.000000 0.000000 
 mc Seq:20704, 0.979000 0.000000 0.000000 0.000000 
 mc Seq:20804, 0.979000 0.000000 0.000000 0.000000 
 mc Seq:20904, 0.956000 0.000000 0.000000 0.000000 
 mc Seq:21004, 0.900000 0.000000 0.000000 0.000000 
 mc Seq:21104, 0.993000 0.000000 0.000000 0.000000 
 mc Seq:21204, 1.012000 0.000000 0.000000 0.000000 
 mc Seq:21304, 0.979000 0.000000 0.000000 0.000000 
 mc Seq:21404, 0.951000 0.000000 0.000000 0.000000 
 mc Seq:21504, 0.970000 0.000000 0.000000 0.000000 
 mc Seq:21604, 0.881000 0.000000 0.000000 0.000000 
 mc Seq:21704, 0.909000 0.000000 0.000000 0.000000 
 mc Seq:21804, 0.989000 0.000000 0.000000 0.000000 
 mc Seq:21904, 0.993000 0.000000 0.000000 0.000000 
 mc Seq:22004, 1.092000 0.000000 0.000000 0.000000 
 mc Seq:22104, 1.054000 0.000000 0.000000 0.000000 
 mc Seq:22204, 1.144000 0.000000 0.000000 0.000000 
 mc Seq:22304, 1.195000 0.000000 0.000000 0.000000 
 mc Seq:22404, 1.172000 0.000000 0.000000 0.000000 
 mc Seq:22504, 1.209000 0.000000 0.000000 0.000000 
 mc Seq:22604, 1.279000 0.000000 0.000000 0.000000 
 mc Seq:22704, 1.251000 0.000000 0.000000 0.000000 
 mc Seq:22804, 1.279000 0.000000 0.000000 0.000000 
 mc Seq:22904, 1.401000 0.000000 0.000000 0.000000 
 mc Seq:23004, 1.406000 0.000000 0.000000 0.000000 
 mc Seq:23104, 1.406000 0.000000 0.000000 0.000000 
 mc Seq:23204, 1.359000 0.000000 0.000000 0.000000 
 mc Seq:23304, 1.499000 0.000000 0.000000 0.000000 
 mc Seq:23404, 1.434000 0.000000 0.000000 0.000000 
 mc Seq:23504, 1.584000 0.000000 0.000000 0.000000 
 mc Seq:23604, 1.584000 0.000000 0.000000 0.000000 
 mc Seq:23704, 1.598000 0.000000 0.000000 0.000000 
 mc Seq:23804, 1.631000 0.000000 0.000000 0.000000 
 mc Seq:23904, 1.706000 0.000000 0.000000 0.000000 
 mc Seq:24004, 1.724000 0.000000 0.000000 0.000000 
 mc Seq:24104, 1.804000 0.000000 0.000000 0.000000 
 mc Seq:24204, 1.767000 0.000000 0.000000 0.000000 
 mc Seq:24304, 1.804000 0.000000 0.000000 0.000000 
 mc Seq:24404, 1.855000 0.000000 0.000000 0.000000 
 mc Seq:24504, 1.972000 0.000000 0.000000 0.000000 
 mc Seq:24604, 1.916000 0.000000 0.000000 0.000000 
 mc Seq:24704, 2.024000 0.000000 0.000000 0.000000 
 mc Seq:24804, 2.066000 0.000000 0.000000 0.000000 
 mc Seq:24904, 2.159000 0.000000 0.000000 0.000000 
 mc Seq:25004, 2.206000 0.000000 0.000000 0.000000 
 mc Seq:25104, 2.202000 0.000000 0.000000 0.000000 
 mc Seq:25204, 2.305000 0.000000 0.000000 0.000000 
 mc Seq:25304, 2.295000 0.000000 0.000000 0.000000 
 mc Seq:25404, 2.450000 0.000000 0.000000 0.000000 
 mc Seq:25504, 2.525000 0.000000 0.000000 0.000000 
 mc Seq:25604, 2.604000 0.000000 0.000000 0.000000 
 mc Seq:25704, 2.755000 0.000000 0.000000 0.000000 
 mc Seq:25804, 2.820000 0.000000 0.000000 0.000000 
 mc Seq:25904, 2.961000 0.000000 0.000000 0.000000 
 mc Seq:26004, 3.069000 0.000000 0.000000 0.000000 
 mc Seq:26104, 3.167000 0.000000 0.000000 0.000000 
 mc Seq:26204, 3.303000 0.000000 0.000000 0.000000 
 mc Seq:26304, 3.429000 0.000000 0.000000 0.000000 
 mc Seq:26404, 3.602000 0.000000 0.000000 0.000000 
 mc Seq:26504, 3.687000 0.000000 0.000000 0.000000 
 mc Seq:26604, 3.794000 0.000000 0.000000 0.000000 
 mc Seq:26704, 3.916000 0.000000 0.000000 0.000000 
 mc Seq:26804, 4.057000 0.000000 0.000000 0.000000 
 mc Seq:26904, 4.113000 0.000000 0.000000 0.000000 
 mc Seq:27004, 4.258000 0.000000 0.000000 0.000000 
 mc Seq:27104, 4.366000 0.000000 0.000000 0.000000 
 mc Seq:27204, 4.506000 0.000000 0.000000 0.000000 
 mc Seq:27304, 4.652000 0.000000 0.000000 0.000000 
 mc Seq:27404, 4.684000 0.000000 0.000000 0.000000 
 mc Seq:27504, 4.829000 0.000000 0.000000 0.000000 
 mc Seq:27604, 4.993000 0.000000 0.000000 0.000000 
 mc Seq:27704, 5.078000 0.000000 0.000000 0.000000 
 mc Seq:27804, 5.176000 0.000000 0.000000 0.000000 
 mc Seq:27904, 5.289000 0.000000 0.000000 0.000000 
 mc Seq:28004, 5.406000 0.000000 0.000000 0.000000 
 mc Seq:28104, 5.542000 0.000000 0.000000 0.000000 
 mc Seq:28204, 5.631000 0.000000 0.000000 0.000000 
 mc Seq:28304, 5.743000 0.000000 0.000000 0.000000 
 mc Seq:28404, 5.828000 0.000000 0.000000 0.000000 
 mc Seq:28504, 6.006000 0.000000 0.000000 0.000000 
 mc Seq:28604, 6.137000 0.000000 0.000000 0.000000 
 mc Seq:28704, 6.208000 0.000000 0.000000 0.000000 
 mc Seq:28804, 6.269000 0.000000 0.000000 0.000000 
 mc Seq:28904, 6.371000 0.000000 0.000000 0.000000 
 mc Seq:29004, 6.512000 0.000000 0.000000 0.000000 
 mc Seq:29104, 6.592000 0.000000 0.000000 0.000000 
 mc Seq:29204, 6.723000 0.000000 0.000000 0.000000 
 mc Seq:29304, 6.873000 0.000000 0.000000 0.000000 
 mc Seq:29404, 6.911000 0.000000 0.000000 0.000000 
 mc Seq:29504, 7.074000 0.000000 0.000000 0.000000 
 mc Seq:29604, 7.219000 0.000000 0.000000 0.000000 
 mc Seq:29704, 7.346000 0.000000 0.000000 0.000000 
 mc Seq:29804, 7.435000 0.000000 0.000000 0.000000 
 mc Seq:29904, 7.562000 0.000000 0.000000 0.000000 
 mc Seq:30004, 7.595000 0.000000 0.000000 0.000000 
 mc Seq:30104, 7.735000 0.000000 0.000000 0.000000 
 mc Seq:30204, 7.861000 0.000000 0.000000 0.000000 
 mc Seq:30304, 7.955000 0.000000 0.000000 0.000000 
 mc Seq:30404, 8.152000 0.000000 0.000000 0.000000 
 mc Seq:30504, 8.227000 0.000000 0.000000 0.000000 
 mc Seq:30604, 8.302000 0.000000 0.000000 0.000000 
 mc Seq:30704, 8.372000 0.000000 0.000000 0.000000 
 mc Seq:30804, 8.494000 0.000000 0.000000 0.000000 
 mc Seq:30904, 8.696000 0.000000 0.000000 0.000000 
 mc Seq:31004, 8.780000 0.000000 0.000000 0.000000 
 mc Seq:31104, 8.897000 0.000000 0.000000 0.000000 
 mc Seq:31204, 8.977000 0.000000 0.000000 0.000000 
 mc Seq:31304, 9.104000 0.000000 0.000000 0.000000 
 mc Seq:31404, 9.202000 0.000000 0.000000 0.000000 
 mc Seq:31504, 9.310000 0.000000 0.000000 0.000000 
 mc Seq:31604, 9.431000 0.000000 0.000000 0.000000 
 mc Seq:31704, 9.600000 0.000000 0.000000 0.000000 
 mc Seq:31804, 9.769000 0.000000 0.000000 0.000000 
 mc Seq:31904, 9.844000 0.000000 0.000000 0.000000 
 mc Seq:32004, 9.975000 0.000000 0.000000 0.000000 
 mc Seq:32104, 10.097000 0.000000 0.000000 0.000000 
 mc Seq:32204, 10.195000 0.000000 0.000000 0.000000 
 mc Seq:32304, 10.280000 0.000000 0.000000 0.000000 
 mc Seq:32404, 10.406000 0.000000 0.000000 0.000000 
 mc Seq:32504, 10.463000 0.000000 0.000000 0.000000 
 mc Seq:32604, 10.589000 0.000000 0.000000 0.000000 
 mc Seq:32704, 10.725000 0.000000 0.000000 0.000000 
 mc Seq:32804, 10.866000 0.000000 0.000000 0.000000 
 mc Seq:32904, 10.969000 0.000000 0.000000 0.000000 
 mc Seq:33004, 11.091000 0.000000 0.000000 0.000000 
 mc Seq:33104, 11.194000 0.000000 0.000000 0.000000 
 mc Seq:33204, 11.325000 0.000000 0.000000 0.000000 
 mc Seq:33304, 11.442000 0.000000 0.000000 0.000000 
 mc Seq:33404, 11.560000 0.000000 0.000000 0.000000 
 mc Seq:33504, 11.672000 0.000000 0.000000 0.000000 
 mc Seq:33604, 11.738000 0.000000 0.000000 0.000000 
 mc Seq:33704, 11.859000 0.000000 0.000000 0.000000 
 mc Seq:33804, 11.939000 0.000000 0.000000 0.000000 
 mc Seq:33904, 12.089000 0.000000 0.000000 0.000000 
 mc Seq:34004, 12.225000 0.000000 0.000000 0.000000 
 mc Seq:34104, 12.333000 0.000000 0.000000 0.000000 
 mc Seq:34204, 12.450000 0.000000 0.000000 0.000000 
 mc Seq:34304, 12.586000 0.000000 0.000000 0.000000 
 mc Seq:34404, 12.760000 0.000000 0.000000 0.000000 
 mc Seq:34504, 12.802000 0.000000 0.000000 0.000000 
 mc Seq:34604, 12.928000 0.000000 0.000000 0.000000 
 mc Seq:34704, 13.022000 0.000000 0.000000 0.000000 
 mc Seq:34804, 13.153000 0.000000 0.000000 0.000000 
 mc Seq:34904, 13.209000 0.000000 0.000000 0.000000 
 mc Seq:35004, 13.317000 0.000000 0.000000 0.000000 
 mc Seq:35104, 13.458000 0.000000 0.000000 0.000000 
 mc Seq:35204, 13.580000 0.000000 0.000000 0.000000 
 mc Seq:35304, 13.674000 0.000000 0.000000 0.000000 
 mc Seq:35404, 13.819000 0.000000 0.000000 0.000000 
 mc Seq:35504, 13.908000 0.000000 0.000000 0.000000 
 mc Seq:35604, 14.062000 0.000000 0.000000 0.000000 
 mc Seq:35704, 14.142000 0.000000 0.000000 0.000000 
 mc Seq:35804, 14.241000 0.000000 0.000000 0.000000 
 mc Seq:35904, 14.405000 0.000000 0.000000 0.000000 
 mc Seq:36004, 14.452000 0.000000 0.000000 0.000000 
 mc Seq:36104, 14.522000 0.000000 0.000000 0.000000 
 mc Seq:36204, 14.672000 0.000000 0.000000 0.000000 
 mc Seq:36304, 14.751000 0.000000 0.000000 0.000000 
 mc Seq:36404, 14.892000 0.000000 0.000000 0.000000 
 mc Seq:36504, 15.009000 0.000000 0.000000 0.000000 
 mc Seq:36604, 15.155000 0.000000 0.000000 0.000000 
 mc Seq:36704, 15.267000 0.000000 0.000000 0.000000 
 mc Seq:36804, 15.356000 0.000000 0.000000 0.000000 
 mc Seq:36904, 15.502000 0.000000 0.000000 0.000000 
 mc Seq:37004, 15.619000 0.000000 0.000000 0.000000 
 mc Seq:37104, 15.727000 0.000000 0.000000 0.000000 
 mc Seq:37204, 15.792000 0.000000 0.000000 0.000000 
 mc Seq:37304, 15.923000 0.000000 0.000000 0.000000 
 mc Seq:37404, 16.041000 0.000000 0.000000 0.000000 
 mc Seq:37504, 16.162000 0.000000 0.000000 0.000000 
 mc Seq:37604, 16.275000 0.000000 0.000000 0.000000 
 mc Seq:37704, 16.416000 0.000000 0.000000 0.000000 
 mc Seq:37804, 16.514000 0.000000 0.000000 0.000000 
 mc Seq:37904, 16.683000 0.000000 0.000000 0.000000 
 mc Seq:38004, 16.800000 0.000000 0.000000 0.000000 
 mc Seq:38104, 16.918000 0.000000 0.000000 0.000000 
 mc Seq:38204, 16.974000 0.000000 0.000000 0.000000 
 mc Seq:38304, 17.076000 0.000000 0.000000 0.000000 
 mc Seq:38404, 17.208000 0.000000 0.000000 0.000000 
 mc Seq:38504, 17.288000 0.000000 0.000000 0.000000 
 mc Seq:38604, 17.372000 0.000000 0.000000 0.000000 
 mc Seq:38704, 17.531000 0.000000 0.000000 0.000000 
 mc Seq:38804, 17.663000 0.000000 0.000000 0.000000 
 mc Seq:38904, 17.766000 0.000000 0.000000 0.000000 
 mc Seq:39004, 17.879000 0.000000 0.000000 0.000000 
 mc Seq:39104, 18.010000 0.000000 0.000000 0.000000 
 mc Seq:39204, 18.151000 0.000000 0.000000 0.000000 
 mc Seq:39304, 18.240000 0.000000 0.000000 0.000000 
 mc Seq:39404, 18.352000 0.000000 0.000000 0.000000 
 mc Seq:39504, 18.450000 0.000000 0.000000 0.000000 
 mc Seq:39604, 18.567000 0.000000 0.000000 0.000000 
 mc Seq:39704, 18.675000 0.000000 0.000000 0.000000 
 mc Seq:39804, 18.755000 0.000000 0.000000 0.000000 
 mc Seq:39904, 18.900000 0.000000 0.000000 0.000000 
 mc Seq:40004, 18.999000 0.000000 0.000000 0.000000 
 mc Seq:40104, 19.163000 0.000000 0.000000 0.000000 
 mc Seq:40204, 19.276000 0.000000 0.000000 0.000000 
 mc Seq:40304, 19.388000 0.000000 0.000000 0.000000 
 mc Seq:40404, 19.547000 0.000000 0.000000 0.000000 
 mc Seq:40504, 19.660000 0.000000 0.000000 0.000000 
 mc Seq:40604, 19.735000 0.000000 0.000000 0.000000 
 mc Seq:40704, 19.805000 0.000000 0.000000 0.000000 
 mc Seq:40804, 19.922000 0.000000 0.000000 0.000000 
 mc Seq:40904, 20.040000 0.000000 0.000000 0.000000 
 mc Seq:41004, 20.166000 0.000000 0.000000 0.000000 
 mc Seq:41104, 20.269000 0.000000 0.000000 0.000000 
 mc Seq:41204, 20.363000 0.000000 0.000000 0.000000 
 mc Seq:41304, 20.527000 0.000000 0.000000 0.000000 
 mc Seq:41404, 20.653000 0.000000 0.000000 0.000000 
 mc Seq:41504, 20.757000 0.000000 0.000000 0.000000 
 mc Seq:41604, 20.864000 0.000000 0.000000 0.000000 
 mc Seq:41704, 21.000000 0.000000 0.000000 0.000000 
 mc Seq:41804, 21.141000 0.000000 0.000000 0.000000 
 mc Seq:41904, 21.216000 0.000000 0.000000 0.000000 
 mc Seq:42004, 21.282000 0.000000 0.000000 0.000000 
 mc Seq:42104, 21.399000 0.000000 0.000000 0.000000 
 mc Seq:42204, 21.512000 0.000000 0.000000 0.000000 
 mc Seq:42304, 21.596000 0.000000 0.000000 0.000000 
 mc Seq:42404, 21.817000 0.000000 0.000000 0.000000 
 mc Seq:42504, 21.892000 0.000000 0.000000 0.000000 
 mc Seq:42604, 21.999000 0.000000 0.000000 0.000000 
 mc Seq:42704, 22.135000 0.000000 0.000000 0.000000 
 mc Seq:42804, 22.229000 0.000000 0.000000 0.000000 
 mc Seq:42904, 22.332000 0.000000 0.000000 0.000000 
 mc Seq:43004, 22.421000 0.000000 0.000000 0.000000 
 mc Seq:43104, 22.585000 0.000000 0.000000 0.000000 
 mc Seq:43204, 22.665000 0.000000 0.000000 0.000000 
 mc Seq:43304, 22.787000 0.000000 0.000000 0.000000 
 mc Seq:43404, 22.871000 0.000000 0.000000 0.000000 
 mc Seq:43504, 22.979000 0.000000 0.000000 0.000000 
 mc Seq:43604, 23.134000 0.000000 0.000000 0.000000 
 mc Seq:43704, 23.204000 0.000000 0.000000 0.000000 
 mc Seq:43804, 23.350000 0.000000 0.000000 0.000000 
 mc Seq:43904, 23.486000 0.000000 0.000000 0.000000 
 mc Seq:44004, 23.565000 0.000000 0.000000 0.000000 
 mc Seq:44104, 23.663000 0.000000 0.000000 0.000000 
 mc Seq:44204, 23.846000 0.000000 0.000000 0.000000 
 mc Seq:44304, 23.884000 0.000000 0.000000 0.000000 
 mc Seq:44404, 24.048000 0.000000 0.000000 0.000000 
 mc Seq:44504, 24.090000 0.000000 0.000000 0.000000 
 mc Seq:44604, 24.264000 0.000000 0.000000 0.000000 
 mc Seq:44704, 24.400000 0.000000 0.000000 0.000000 
 mc Seq:44804, 24.522000 0.000000 0.000000 0.000000 
 mc Seq:44904, 24.648000 0.000000 0.000000 0.000000 
 mc Seq:45004, 24.770000 0.000000 0.000000 0.000000 
 mc Seq:45104, 24.902000 0.000000 0.000000 0.000000 
 mc Seq:45204, 24.995000 0.000000 0.000000 0.000000 
 mc Seq:45304, 25.103000 0.000000 0.000000 0.000000 
 mc Seq:45404, 25.239000 0.000000 0.000000 0.000000 
 mc Seq:45504, 25.328000 0.000000 0.000000 0.000000 
 mc Seq:45604, 25.427000 0.000000 0.000000 0.000000 
 mc Seq:45704, 25.568000 0.000000 0.000000 0.000000 
 mc Seq:45804, 25.699000 0.000000 0.000000 0.000000 
 mc Seq:45904, 25.812000 0.000000 0.000000 0.000000 
 mc Seq:46004, 25.914000 0.000000 0.000000 0.000000 
 mc Seq:46104, 26.045000 0.000000 0.000000 0.000000 
 mc Seq:46204, 26.238000 0.000000 0.000000 0.000000 
 mc Seq:46304, 26.327000 0.000000 0.000000 0.000000 
 mc Seq:46404, 26.449000 0.000000 0.000000 0.000000 
 mc Seq:46504, 26.580000 0.000000 0.000000 0.000000 
 mc Seq:46604, 26.679000 0.000000 0.000000 0.000000 
 mc Seq:46704, 26.749000 0.000000 0.000000 0.000000 
 mc Seq:46804, 26.885000 0.000000 0.000000 0.000000 
 mc Seq:46904, 26.983000 0.000000 0.000000 0.000000 
 mc Seq:47004, 27.091000 0.000000 0.000000 0.000000 
 mc Seq:47104, 27.237000 0.000000 0.000000 0.000000 
 mc Seq:47204, 27.420000 0.000000 0.000000 0.000000 
 mc Seq:47304, 27.532000 0.000000 0.000000 0.000000 
 mc Seq:47404, 27.650000 0.000000 0.000000 0.000000 
 mc Seq:47504, 27.809000 0.000000 0.000000 0.000000 
 mc Seq:47604, 27.898000 0.000000 0.000000 0.000000 
 mc Seq:47704, 27.997000 0.000000 0.000000 0.000000 
 mc Seq:47804, 28.090000 0.000000 0.000000 0.000000 
 mc Seq:47904, 28.193000 0.000000 0.000000 0.000000 
 mc Seq:48004, 28.296000 0.000000 0.000000 0.000000 
 mc Seq:48104, 28.390000 0.000000 0.000000 0.000000 
 mc Seq:48204, 28.503000 0.000000 0.000000 0.000000 
 mc Seq:48304, 28.671000 0.000000 0.000000 0.000000 
 mc Seq:48404, 28.775000 0.000000 0.000000 0.000000 
 mc Seq:48504, 28.897000 0.000000 0.000000 0.000000 
 mc Seq:48604, 28.995000 0.000000 0.000000 0.000000 
 mc Seq:48704, 29.136000 0.000000 0.000000 0.000000 
 mc Seq:48804, 29.234000 0.000000 0.000000 0.000000 
 mc Seq:48904, 29.328000 0.000000 0.000000 0.000000 
 mc Seq:49004, 29.408000 0.000000 0.000000 0.000000 
 mc Seq:49104, 29.553000 0.000000 0.000000 0.000000 
 mc Seq:49204, 29.628000 0.000000 0.000000 0.000000 
 mc Seq:49304, 29.727000 0.000000 0.000000 0.000000 
 mc Seq:49404, 29.872000 0.000000 0.000000 0.000000 
 mc Seq:49504, 29.989000 0.000000 0.000000 0.000000 
 mc Seq:49604, 30.093000 0.000000 0.000000 0.000000 
 mc Seq:49704, 30.233000 0.000000 0.000000 0.000000 
 mc Seq:49804, 30.374000 0.000000 0.000000 0.000000 
 mc Seq:49904, 30.435000 0.000000 0.000000 0.000000 
 mc Seq:50004, 30.590000 0.000000 0.000000 0.000000 
 mc Seq:50104, 30.707000 0.000000 0.000000 0.000000 
 mc Seq:50204, 30.801000 0.000000 0.000000 0.000000 
 mc Seq:50304, 30.927000 0.000000 0.000000 0.000000 
 mc Seq:50404, 30.988000 0.000000 0.000000 0.000000 
 mc Seq:50504, 31.129000 0.000000 0.000000 0.000000 
 mc Seq:50604, 31.303000 0.000000 0.000000 0.000000 
 mc Seq:50704, 31.420000 0.000000 0.000000 0.000000 
 mc Seq:50804, 31.542000 0.000000 0.000000 0.000000 
 mc Seq:50904, 31.645000 0.000000 0.000000 0.000000 
 mc Seq:51004, 31.720000 0.000000 0.000000 0.000000 
 mc Seq:51104, 31.874000 0.000000 0.000000 0.000000 
 mc Seq:51204, 31.968000 0.000000 0.000000 0.000000 
 mc Seq:51304, 32.076000 0.000000 0.000000 0.000000 
 mc Seq:51404, 32.184000 0.000000 0.000000 0.000000 
 mc Seq:51504, 32.268000 0.000000 0.000000 0.000000 
 mc Seq:51604, 32.362000 0.000000 0.000000 0.000000 
 mc Seq:51704, 32.503000 0.000000 0.000000 0.000000 
 mc Seq:51804, 32.625000 0.000000 0.000000 0.000000 
 mc Seq:51904, 32.756000 0.000000 0.000000 0.000000 
 mc Seq:52004, 32.859000 0.000000 0.000000 0.000000 
 mc Seq:52104, 32.962000 0.000000 0.000000 0.000000 
 mc Seq:52204, 33.094000 0.000000 0.000000 0.000000 
 mc Seq:52304, 33.244000 0.000000 0.000000 0.000000 
 mc Seq:52404, 33.286000 0.000000 0.000000 0.000000 
 mc Seq:52504, 33.389000 0.000000 0.000000 0.000000 
 mc Seq:52604, 33.492000 0.000000 0.000000 0.000000 
 mc Seq:52704, 33.572000 0.000000 0.000000 0.000000 
 mc Seq:52804, 33.689000 0.000000 0.000000 0.000000 
 mc Seq:52904, 33.788000 0.000000 0.000000 0.000000 
 mc Seq:53004, 33.910000 0.000000 0.000000 0.000000 
 mc Seq:53104, 34.032000 0.000000 0.000000 0.000000 
 mc Seq:53204, 34.182000 0.000000 0.000000 0.000000 
 mc Seq:53304, 34.290000 0.000000 0.000000 0.000000 
 mc Seq:53404, 34.407000 0.000000 0.000000 0.000000 
 mc Seq:53504, 34.585000 0.000000 0.000000 0.000000 
 mc Seq:53604, 34.628000 0.000000 0.000000 0.000000 
 mc Seq:53704, 34.740000 0.000000 0.000000 0.000000 
 mc Seq:53804, 34.843000 0.000000 0.000000 0.000000 
 mc Seq:53904, 34.975000 0.000000 0.000000 0.000000 
 mc Seq:54004, 35.092000 0.000000 0.000000 0.000000 
 mc Seq:54104, 35.209000 0.000000 0.000000 0.000000 
 mc Seq:54204, 35.322000 0.000000 0.000000 0.000000 
 mc Seq:54304, 35.448000 0.000000 0.000000 0.000000 
 mc Seq:54404, 35.556000 0.000000 0.000000 0.000000 
 mc Seq:54504, 35.664000 0.000000 0.000000 0.000000 
 mc Seq:54604, 35.795000 0.000000 0.000000 0.000000 
 mc Seq:54704, 35.955000 0.000000 0.000000 0.000000 
 mc Seq:54804, 36.016000 0.000000 0.000000 0.000000 
 mc Seq:54904, 36.128000 0.000000 0.000000 0.000000 
 mc Seq:55004, 36.255000 0.000000 0.000000 0.000000 
 mc Seq:55104, 36.330000 0.000000 0.000000 0.000000 
 mc Seq:55204, 36.499000 0.000000 0.000000 0.000000 
 mc Seq:55304, 36.620000 0.000000 0.000000 0.000000 
 mc Seq:55404, 36.700000 0.000000 0.000000 0.000000 
 mc Seq:55504, 36.845000 0.000000 0.000000 0.000000 
 mc Seq:55604, 36.967000 0.000000 0.000000 0.000000 
